tipo,ene-13,feb-13,mar-13,abr-13,may-13,jun-13,jul-13,ago-13,sep-13,oct-13,nov-13,dic-13,ene-14,feb-14,mar-14,abr-14,may-14,jun-14,jul-14,ago-14,sep-14,oct-14,nov-14,dic-14,ene-15,feb-15,mar-15,abr-15,may-15,jun-15,jul-15,ago-15,sep-15,oct-15,nov-15,dic-15,ene-16,feb-16,mar-16,abr-16,may-16,jun-16,jul-16,ago-16,sep-16,oct-16,nov-16,dic-16,ene-17,feb-17,mar-17,abr-17,may-17,jun-17,jul-17,ago-17,sep-17,oct-17,nov-17,dic-17,ene-18,feb-18,mar-18,abr-18,may-18,jun-18,jul-18,ago-18,sep-18,oct-18,nov-18,dic-18,ene-19,feb-19,mar-19,abr-19,may-19,jun-19,jul-19,ago-19,sep-19,oct-19,nov-19,dic-19,ene-20,feb-20,mar-20,abr-20,may-20,jun-20,jul-20
"Índice nacional de precios productor. Base Julio 2019=100 (SCIAN 2013), Construcción, Materiales, alquiler de maquinaria y remuneraciones, Índice general",70.75313823,70.87345018,70.89703499,70.79808488,70.72355367,70.61017729,70.27480406,70.09106138,70.37439064,70.32726184,70.17901,70.25975356,71.13938894,71.45088129,72.02863557,72.1385944,72.32877685,72.68374281,73.01143142,72.99826755,73.2918132,73.29210599,73.25727158,73.39122539,74.29655513,74.74017717,74.70346029,74.86036122,75.1552401,75.37331627,75.68200592,76.30861777,76.31718558,76.62805384,76.65179453,76.60222159,77.1206424,77.57904448,78.05515333,78.18777403,78.96603894,79.91504252,80.76431574,81.29784163,81.56870133,82.16288723,82.26143444,83.27215037,85.60263277,87.7657004,88.50950543,88.61681079,88.94547275,88.96162808,89.0816745,89.26307769,89.47466532,89.74037742,89.87200852,89.85619821,91.85334838,92.91366025,93.71560243,94.96294461,96.04546612,97.2481723,98.02964506,98.33796159,98.84789932,98.72549481,99.0446465,99.09460793,99.71243424,99.8586676,99.69227575,99.66645565,99.97360383,100.219823,100,100.0544037,100.1507835,99.71361081,99.2565964,99.04226334,99.32524182,100.1932657,100.8701645,102.5335314,101.9374195,101.5844653,101.8719484
"Índice nacional de precios productor. Base Julio 2019=100 (SCIAN 2013), Construcción, Materiales, alquiler de maquinaria y remuneraciones, Índice general, Subíndice materiales de construcción",69.62746068,69.57432949,69.52552495,69.39047152,69.28538715,69.12582824,68.72963742,68.49883586,68.82644333,68.77116858,68.59036562,68.68755447,69.59784311,69.81518412,70.42886259,70.51314602,70.69863319,71.10080207,71.47114171,71.42868648,71.75703665,71.73298011,71.68497582,71.80572346,72.74894733,73.03814385,72.97761242,73.12351404,73.44610432,73.67537828,73.99581386,74.70977875,74.6864008,75.04724353,75.06007912,74.97572308,75.52878302,75.95990788,76.47539583,76.59640211,77.45851303,78.53158987,79.47248038,80.07930015,80.37008796,81.07476741,81.15629981,82.34064831,84.99828551,87.45852872,88.12724291,88.18035397,88.55105899,88.53559377,88.65565782,88.86409225,89.11138154,89.37149901,89.50076235,89.47664808,91.77506724,92.88103198,93.78781324,95.04473106,96.28228076,97.6807408,98.51627201,98.86625595,99.40638576,99.22653093,99.56849343,99.60233385,100.09062,100.2052724,99.85035724,99.80875763,100.0473458,100.3055413,100,99.94317327,100.0487423,99.51715388,98.97991329,98.71415314,98.87543725,99.61829132,100.3058114,102.1782394,101.4734939,101.0877261,101.4128697
"Índice nacional de precios productor. Base Julio 2019=100 (SCIAN 2013), Construcción, Materiales, alquiler de maquinaria y remuneraciones, Índice general, Subíndice materiales de construcción, 01. Minerales no metálicos, Arena",65.10779304,65.54554137,65.97532778,66.60699027,66.55075254,66.6360027,66.69491325,66.63895667,66.85658726,67.20929354,67.61086164,67.62764846,68.2053417,69.14209129,69.57224635,69.99788992,70.22712323,70.41156866,70.42258722,70.35711792,70.64361869,70.84342147,71.07964015,71.49295946,72.21366224,72.58303538,72.8353837,72.82519814,72.82825673,73.08048062,73.75124671,74.13564066,74.13068135,74.35113768,74.59946189,74.60132328,75.24862263,76.00732935,76.53374028,76.37522382,76.67229512,77.20363994,76.91937566,76.81603887,77.16396829,78.25950915,78.87553329,80.62278954,83.46501801,85.88361429,88.61326823,88.31860547,89.7303948,90.23621248,90.48068805,90.73745841,90.70145939,90.41840602,90.68478656,90.68199043,91.23304181,93.09463675,93.52001616,94.35543715,94.76591869,95.71895289,96.36103637,96.37676,96.19814945,96.36890992,96.68298879,96.86471867,97.51329599,98.15926777,99.11651248,99.83339314,99.77027097,100.1461681,100,100.2177935,100.971211,101.2896164,100.882951,100.8423755,101.2920212,102.3837759,102.6997904,102.9363955,102.8150307,102.8451218,103.2366817
"Índice nacional de precios productor. Base Julio 2019=100 (SCIAN 2013), Construcción, Materiales, alquiler de maquinaria y remuneraciones, Índice general, Subíndice materiales de construcción, 01. Minerales no metálicos, Grava",63.54554285,63.76571502,64.16731879,64.53200534,64.40988453,64.48985685,64.8826186,65.194262,65.44176231,65.90180661,66.25809465,66.11989018,67.57821769,68.21191646,68.70042503,69.17822356,69.48600079,69.69508727,69.78531696,69.892957,69.88824601,69.89727121,70.03798871,69.96872602,70.61815392,70.99626806,71.01005953,71.13443609,71.67837648,72.16572555,72.76675112,73.35787281,73.04934605,73.30994296,73.34287179,73.43053906,74.16546932,75.29137112,75.9325505,75.83688472,76.04812965,76.45362739,76.18857732,76.8981115,77.48953888,79.05470614,79.76167594,81.10956784,84.47183977,86.90898329,89.06423606,88.91439826,89.82974519,90.30167509,90.64449101,91.16499663,91.31182921,91.74445982,92.14988452,92.21476035,92.36967662,93.94172653,94.29929092,94.9909248,95.44072681,96.34702426,96.36767105,96.43965214,96.22730051,96.37141322,96.49845057,96.77152111,97.49631328,98.26235628,99.41204507,100.0446452,99.86248594,100.0167019,100,101.5692824,102.447791,102.1402944,101.8632011,101.6471956,102.09016,103.2261986,103.4418844,103.7557915,103.8187667,103.7486285,104.4128275
"Índice nacional de precios productor. Base Julio 2019=100 (SCIAN 2013), Construcción, Materiales, alquiler de maquinaria y remuneraciones, Índice general, Subíndice materiales de construcción, 01. Minerales no metálicos, Tezontle",75.51333998,75.55472707,75.70926051,75.83933442,75.50847673,75.706072,75.97917636,76.3693591,76.5279205,76.3964323,76.50362244,76.94866018,77.38779741,77.51594293,77.17622142,78.52904359,80.00191446,80.00191446,80.00191446,80.36216622,80.7100953,80.90465721,80.90465721,81.75757059,82.14434757,83.20083039,83.41226336,83.41226336,83.41226336,83.60682527,83.85067461,83.11743132,83.40067645,83.40067645,83.13101892,83.48697925,83.45843664,83.45843664,83.22392759,83.56244601,83.65768087,83.96514572,85.55029573,87.65653381,88.30423941,88.69268037,88.68729018,89.01089566,89.47987629,90.44883126,90.49717506,90.79196751,90.96483832,92.92794896,93.47843817,94.42019106,94.83308661,94.83308661,94.31514587,94.31514587,95.55192844,96.09443668,96.32451197,96.65945477,96.87350813,97.09518827,97.14285014,98.17590428,98.44395533,99.34830357,99.48288302,99.57439271,99.87165491,99.28025334,99.90304968,99.74415513,99.80886097,99.98234556,100,100.0064671,100.3161227,100.3102252,100.3365019,100.1832715,100.4899237,100.5441735,100.7345776,100.7345776,101.6661144,103.2662699,103.2662699
"Índice nacional de precios productor. Base Julio 2019=100 (SCIAN 2013), Construcción, Materiales, alquiler de maquinaria y remuneraciones, Índice general, Subíndice materiales de construcción, 01. Minerales no metálicos, Tepetate y jal",64.36768127,64.30587048,63.62387264,64.51330908,64.4902337,64.58548498,64.34566726,64.26901547,64.41989582,64.63074348,65.0319099,64.6766529,64.73616865,65.1762818,65.31444805,65.17179927,65.63222782,65.41295347,64.77836729,65.02954614,65.10446351,65.10501064,64.88252494,64.86568838,67.16126029,67.83222225,67.9231403,68.15858337,70.708086,70.67972571,74.23454662,75.55301959,75.43266294,75.47802754,75.97391772,76.99637068,78.22196899,78.76768205,79.16126698,79.05998398,79.87233575,80.92697944,82.31688461,84.53084339,84.80385122,84.9759124,85.14761847,85.03445359,84.86021306,85.19039609,86.7445521,87.05839213,87.562644,89.99254002,91.05454858,91.24118947,89.9719461,90.50256037,90.48471107,91.24437771,91.42239591,91.57092284,91.59278877,92.58476046,94.24834506,94.43545071,94.62649175,94.65266366,95.02127678,95.59680449,96.89528811,96.89528811,98.52068554,98.65996253,98.80569886,99.19025264,99.19025264,99.04521007,100,100.8016056,100.5526958,100.8995436,100.8995436,102.5408446,102.2545913,102.1678798,102.4175149,102.6252027,102.6252027,102.5642973,102.6638612
"Índice nacional de precios productor. Base Julio 2019=100 (SCIAN 2013), Construcción, Materiales, alquiler de maquinaria y remuneraciones, Índice general, Subíndice materiales de construcción, 01. Minerales no metálicos, Piedra",70.68876943,70.77927501,70.81864158,70.83217681,70.96049055,71.29531405,71.56874547,71.33291238,72.32688831,72.54633855,72.3808385,72.29470126,72.73875676,73.05712698,72.7663129,72.74162378,72.85460589,72.98130252,73.09403292,73.36613678,73.54862149,74.03158584,74.32881036,74.37266936,75.16876206,75.80225508,76.02575952,76.3817088,76.55577674,76.6810263,76.71222333,76.72839154,76.85914425,77.02238675,77.09905328,77.10325887,77.39704696,78.0743669,78.70995416,78.67777376,79.09554396,79.47681997,82.33230371,82.36839975,82.46744764,82.85502543,83.11382985,84.1395221,86.94315769,89.00573531,90.26724124,90.52494544,90.54595061,90.41477644,90.00191206,90.28281273,89.98082499,90.55436003,90.59567564,90.79587653,91.74887739,92.69548673,93.49700406,95.26789478,95.21468974,95.67806683,95.72355915,96.01388148,95.18408227,95.40899174,96.39873623,96.53934873,97.13258834,97.87331948,99.47068709,99.60740423,99.63363888,99.81884264,100,101.530647,102.7487855,103.0587483,102.9991029,102.7822744,104.1181505,105.35122,108.3089865,108.3868278,108.2412061,108.2477382,108.891492
"Índice nacional de precios productor. Base Julio 2019=100 (SCIAN 2013), Construcción, Materiales, alquiler de maquinaria y remuneraciones, Índice general, Subíndice materiales de construcción, 01. Minerales no metálicos, Polvo de piedra",72.50228706,72.96221048,72.85745905,73.05990028,73.2400991,73.52845321,73.55056222,73.83220528,73.80344235,73.74426613,74.59886369,74.92286661,75.80279967,75.99862473,76.95329486,76.87312898,77.13313016,77.16135619,76.84189427,77.01005516,77.00852174,77.13381425,77.07437214,77.38023992,78.31054254,78.75959754,79.27088862,79.84355104,79.759921,79.82621897,80.21164351,79.34801933,79.46388532,79.57006327,79.64834195,80.08633296,80.83079821,81.26020372,81.81219551,82.055311,82.26581492,83.1527023,84.25547329,84.63008928,85.38169232,86.0816073,86.22947707,86.39897123,87.71690181,89.34373497,89.69498042,89.83064155,90.53090921,89.90647539,90.60120022,91.62262943,91.21378564,91.8147031,92.29480128,92.37108971,93.00400753,93.34532389,93.73160308,94.21478002,94.42180939,95.49766415,95.98234676,95.56351604,95.98919024,96.10176899,97.38124214,97.37333697,99.15275059,98.4124268,98.71384098,99.11359977,99.4481479,99.83151406,100,102.621265,103.198491,103.9448767,104.0108202,104.055363,104.2903587,104.5519408,105.131598,105.7253181,106.2453507,107.105689,108.0403419
"Índice nacional de precios productor. Base Julio 2019=100 (SCIAN 2013), Construcción, Materiales, alquiler de maquinaria y remuneraciones, Índice general, Subíndice materiales de construcción, 02. Cemento y concreto, Cemento",66.27161128,65.841121,65.33558295,64.60976875,64.2223785,63.8600007,63.3338706,63.771611,63.6471526,62.89500775,62.05105256,62.3654002,64.31610112,64.08217563,65.47042821,65.42980944,65.21684277,67.25371878,67.12030108,67.47603829,67.40298861,67.29934135,67.75103087,67.73981984,68.3221946,68.05505717,68.2852826,69.3247919,69.99627225,71.3797622,72.14902209,72.34776312,73.39447985,74.4284668,75.04858985,75.48334282,77.50785639,79.24722975,80.71169116,82.35265005,82.65494717,82.6925364,85.86551846,86.6881782,86.93809351,88.98049187,89.09548439,89.79529504,94.27358322,95.41512826,95.16897266,94.98798716,96.01936623,95.92264281,96.72381985,96.81103908,95.61853555,96.8736244,96.29011593,95.89784875,98.72348587,99.47568653,99.06269664,98.78991794,99.94923047,100.4358215,100.48021,100.2838432,100.6707546,101.1085026,100.6977557,100.5046797,101.6574757,102.172201,102.0881751,101.3718885,100.9850118,100.8565422,100,99.72094891,99.38545907,99.10560087,99.30650904,99.02485007,99.26954039,100.4283557,100.2663866,101.4188795,101.3570571,100.4110529,101.0594585
"Índice nacional de precios productor. Base Julio 2019=100 (SCIAN 2013), Construcción, Materiales, alquiler de maquinaria y remuneraciones, Índice general, Subíndice materiales de construcción, 02. Cemento y concreto, Concreto premezclado",68.05136893,68.22407845,68.38000307,68.359188,68.4393259,68.43681165,68.50243218,68.57869459,68.59295021,68.65429482,68.74003169,68.93223599,69.84619391,70.17472746,70.66044085,70.9842547,70.88509999,70.80647553,71.03054145,71.23144449,71.35336798,71.26896233,71.0503475,71.14652025,72.10866264,72.89442131,73.08158031,73.77318289,74.08146766,74.15551069,74.7906028,76.88804585,76.95513116,76.97733958,77.34754198,77.60348629,78.54396103,79.56982195,80.15173404,80.42854502,80.60145169,80.59912417,81.39103167,82.07402616,82.62754371,82.90552668,82.92284572,83.02450994,85.81758697,89.66482594,89.87968683,90.31251477,90.49601699,90.50436507,91.94252533,93.63631795,93.7097671,93.80350032,93.74958913,93.72717792,95.14718716,96.118801,96.33528521,96.88341077,96.91833323,97.24616883,96.98618886,97.48479421,97.91404282,97.4954631,97.81640737,97.81640737,99.4843156,99.93501211,99.69385138,100.0000838,100.1212543,100.141333,100,100.535391,100.4804079,100.4179071,100.2260382,100.4189663,100.7065911,100.4400642,100.509502,100.9675711,101.0709153,101.0709153,100.9303806
"Índice nacional de precios productor. Base Julio 2019=100 (SCIAN 2013), Construcción, Materiales, alquiler de maquinaria y remuneraciones, Índice general, Subíndice materiales de construcción, 03. Aglutinantes",65.82947634,65.89564297,65.92238204,65.97047241,65.92972139,65.94824724,65.51479452,65.68211227,66.03339051,65.92007083,65.95702234,66.02736576,67.3941074,67.54626675,68.17930678,68.26392324,68.40804899,68.78864931,68.86174576,69.05777808,69.14160094,69.20690179,69.13388203,69.16333516,69.78777317,70.36460782,70.82556207,71.28001019,71.69744016,72.20527605,72.67950524,72.87217134,73.24288517,73.65136175,73.81629281,74.14708513,74.78949181,75.66944125,76.81344833,77.62946562,78.20708015,78.52705362,79.22719805,80.74672709,81.55753426,81.99890901,82.66499525,83.64380872,85.99375653,87.08391596,87.9866754,88.66474628,90.39032309,90.5799814,91.1904238,91.5053046,91.66559852,92.02375152,92.0544365,92.73286603,94.29418898,94.33285165,94.92201561,95.28046646,95.61601642,96.1066728,96.35515324,96.41363244,96.63115223,96.58638592,96.98560049,97.11106082,98.34248579,98.86393856,98.98049855,99.2373034,99.86232112,100.2469279,100,100.2759522,100.2195486,100.7310042,100.9048594,100.9483205,101.6881182,102.1315597,102.5756797,103.0426538,103.3729325,104.0281874,104.8335901
"Índice nacional de precios productor. Base Julio 2019=100 (SCIAN 2013), Construcción, Materiales, alquiler de maquinaria y remuneraciones, Índice general, Subíndice materiales de construcción, 03. Aglutinantes, Cal",63.56317381,63.50917521,63.45184952,63.69069423,63.68571503,63.79035116,64.08069048,64.22529993,64.46095473,64.35965691,64.14293436,64.02645792,65.19184359,65.25105955,66.0927079,65.99587041,66.03774893,66.36495198,66.39852118,66.48305264,66.49319172,66.42908387,66.36025326,66.40554626,67.1473989,67.98179195,68.83842588,69.1401937,69.5513618,70.3092979,70.73400159,71.06561028,71.04075127,71.55635281,71.74354427,72.23778186,72.77692771,73.36705325,74.38591454,74.90963256,75.46474352,75.98766098,76.10410084,77.45103804,79.08566337,79.12687032,79.60658514,80.67998808,82.6703728,83.345409,84.93646714,86.29205266,87.32690449,87.3201709,87.88957355,88.23194388,88.34182691,89.76269703,90.46027421,92.00898911,93.56576715,93.62083406,93.72344001,93.91037189,93.96910078,94.74952993,94.92616797,94.95606238,94.71763936,94.68265639,95.04979811,95.72920833,97.0763444,98.12022711,97.80334291,98.43969019,99.45262619,99.90936095,100,99.47246209,98.73094023,98.88031625,98.64095238,98.5856464,98.88441363,99.35842057,99.99729111,99.94113437,99.99347805,100.9820024,101.7525628
"Índice nacional de precios productor. Base Julio 2019=100 (SCIAN 2013), Construcción, Materiales, alquiler de maquinaria y remuneraciones, Índice general, Subíndice materiales de construcción, 03. Aglutinantes, Pegazulejo",67.34966675,67.84493396,68.1999674,68.20444471,68.26269892,68.12089208,66.4572595,66.02072256,66.28993334,66.28954682,66.30454939,66.06938231,66.96603002,67.71074234,68.4092219,68.65285191,69.13365061,69.36760154,69.81895343,70.32043791,70.64304522,70.75796861,70.60321032,70.4391825,70.78107099,71.35817237,72.00656478,72.83423618,73.2392112,73.61060672,73.91359648,74.20880883,74.56621698,74.78614183,74.73687031,75.05941472,75.51154886,77.04752114,78.02483166,78.86146246,79.4021346,79.35174163,79.85345656,81.65851433,83.18171762,83.35755946,83.84948942,84.26481672,85.02359105,86.95823739,88.64784859,89.32334443,90.45468798,90.70587144,91.25161339,91.20402021,91.91609307,91.91468179,91.73914961,92.14631087,92.79000568,92.51314818,94.41190694,96.0043838,96.16860264,96.35702561,96.92742086,97.18235597,97.24343943,96.93088293,96.97302254,97.09344052,97.55761536,97.65524053,97.60393088,98.80291971,99.46083609,99.78260183,100,100.6378057,100.9970488,100.8237425,100.9474395,100.8093377,102.376925,101.941381,102.8097837,102.5913516,102.6613034,104.2886371,105.5367564
"Índice nacional de precios productor. Base Julio 2019=100 (SCIAN 2013), Construcción, Materiales, alquiler de maquinaria y remuneraciones, Índice general, Subíndice materiales de construcción, 03. Aglutinantes, Yeso",70.54654139,70.65036927,70.94657282,71.02666941,71.04003146,71.11895714,70.15214506,70.31720371,71.40793794,71.36922162,71.70951877,72.1554014,73.20789098,72.84109537,72.9591019,73.14765973,73.31229013,73.81653581,73.89286926,74.05373009,74.21020429,74.13937654,74.2077903,74.33174769,74.99916479,75.69095528,75.73929959,76.17157384,76.19428456,76.49065565,76.80040958,76.82358896,76.98063611,77.22539796,77.19100977,77.39985953,77.73671958,78.31086488,78.65398331,78.75971605,79.35193059,79.49624325,79.77926385,80.72093978,81.25936861,82.05721207,82.59256583,83.30917642,84.43783696,85.46313833,85.9544657,86.19064168,88.37516425,88.34391578,88.20070403,88.41735505,89.57198844,89.75107597,89.88831265,90.15594108,90.49242744,90.62053929,91.58240247,92.07193863,92.80390854,93.29314403,93.88485302,93.98422204,94.30443788,94.34620165,94.86757054,94.86721977,97.04266272,97.78545484,98.73130261,98.57577386,99.40999575,99.91437008,100,100.5494903,100.9723774,100.7290134,100.8446325,101.5010856,102.5653583,103.8153649,104.1292501,104.8117461,105.9265281,106.6525223,107.296885
"Índice nacional de precios productor. Base Julio 2019=100 (SCIAN 2013), Construcción, Materiales, alquiler de maquinaria y remuneraciones, Índice general, Subíndice materiales de construcción, 03. Aglutinantes, Mortero",63.82448489,63.73836716,63.44802216,63.27188984,63.08478151,63.05226576,62.94476614,63.51298037,63.46393196,63.20748114,63.31697638,63.49819154,65.64268664,65.95198541,66.70723177,66.82588345,66.86713836,67.30303873,67.18715536,67.35475985,67.32081699,67.61681598,67.47681858,67.53169089,68.15723725,68.33784217,68.54308248,68.96571297,69.71194238,70.17607426,70.94517283,71.04495589,72.06166638,72.5897565,73.01880868,73.25824064,74.38294047,75.44441393,77.47575827,79.18938731,79.80479318,80.25259382,82.0971213,84.10408773,83.71762285,84.51278111,85.61061051,87.03326572,91.76009348,92.87233671,92.80276838,93.0321097,95.57638539,96.13602801,97.4338924,98.01776395,97.10728269,96.57216672,95.85632799,95.99889191,99.10472028,99.24738118,99.30867036,99.00515595,99.45874423,99.79402484,99.65626829,99.59496405,100.3666931,100.4066555,100.9668409,100.5400582,101.3572676,101.3460126,101.4197346,100.9744463,100.9539919,101.1968174,100,100.4655404,100.2786734,102.3138349,102.948568,102.733992,102.900577,103.404598,103.4198158,104.7625023,104.9222394,104.3944631,104.9864105
"Índice nacional de precios productor. Base Julio 2019=100 (SCIAN 2013), Construcción, Materiales, alquiler de maquinaria y remuneraciones, Índice general, Subíndice materiales de construcción, 04. Artículos a base de arcilla, Ladrillos y tabiques",67.76848172,67.85641156,68.00341596,68.2938439,68.63615241,68.91790403,68.98630084,68.98871485,69.37228984,70.03015559,69.97022261,70.35721142,70.75878473,70.85057192,70.87290381,70.51232254,70.94563194,71.11184417,71.15702437,71.33667513,71.53664421,72.08696244,72.26808412,72.46142599,72.96521681,73.40989882,73.62669514,73.79888364,74.45249723,74.98568991,75.52794756,75.86520702,76.36918908,77.37015124,77.51557585,77.85121913,78.99290876,78.95952766,79.48529962,80.10760684,80.45187961,81.54506654,81.49055165,82.03908289,83.10540287,83.49914091,83.77236309,84.1740467,85.9194981,88.47738646,88.94318693,89.37622561,89.87036615,89.91294826,90.59364845,90.72554745,91.87387203,91.97439712,91.93339864,92.17057381,93.85764988,94.20585494,94.27249597,94.51357778,95.07197404,95.81307186,96.63874883,97.04389502,97.13900459,97.81763367,98.14057866,98.30114536,99.07672297,99.22094098,99.28129821,99.44863212,99.57538793,99.82234882,100,100.3729959,99.85812618,100.31479,100.3877226,100.8355593,101.2779203,102.31025,102.5767866,103.116936,103.8580006,104.1461476,104.0436601
"Índice nacional de precios productor. Base Julio 2019=100 (SCIAN 2013), Construcción, Materiales, alquiler de maquinaria y remuneraciones, Índice general, Subíndice materiales de construcción, 04. Artículos a base de arcilla, Azulejos",73.64981933,73.79117797,74.00446263,73.6314534,74.19061122,74.01203204,74.08728004,74.18483166,74.08447298,74.55202739,74.36832822,74.65799259,74.97224973,75.17399453,75.66697161,75.53679612,75.9623702,75.91721503,75.98076281,76.10479099,76.14120654,76.11380736,76.03239598,76.35708797,76.65570899,77.28832823,77.64116525,77.51311788,77.51235027,76.95968264,77.51384737,77.829098,77.44939977,78.25196475,79.71993639,79.9529244,79.65512566,80.29620408,80.93450443,81.50738338,81.98103081,83.69868575,83.88251578,85.38742021,86.12086355,86.76299137,87.35434375,87.43163496,88.35284231,90.13761829,91.38525977,91.96218989,92.53117448,93.60396356,93.56447368,93.70075264,93.71560539,93.23883142,91.99426412,93.30402581,93.36422445,95.06761911,95.58401797,94.28066567,94.35320764,95.43277047,94.34250648,94.50966185,94.64857462,96.08807029,95.56495251,96.02760311,97.54546391,99.0036696,100.7721095,101.2655515,100.2934565,100.1629202,100,100.2157531,100.2512413,101.0577691,101.0137686,101.564243,102.2520634,102.4228292,102.9384892,103.0129643,103.389988,103.3346742,105.0711972
"Índice nacional de precios productor. Base Julio 2019=100 (SCIAN 2013), Construcción, Materiales, alquiler de maquinaria y remuneraciones, Índice general, Subíndice materiales de construcción, 04. Artículos a base de arcilla, Loseta de cerámica y esmaltada",75.688854,75.82963012,76.22679781,76.37264036,76.29631454,75.91474828,75.30159546,75.50474459,75.56609582,75.97443862,75.62528234,76.17822281,76.50748413,76.64435171,76.44590671,75.99532001,76.38980027,76.8713078,76.46999194,76.29826825,76.39212002,76.26585314,76.29469463,76.40653852,76.67744487,78.99932489,79.51574943,79.56335312,80.0378998,79.96722917,80.52258558,80.7796582,81.57350288,81.20161274,81.78184277,81.96348418,82.15904216,81.96871584,82.58973362,82.92975397,82.95915207,83.87287596,84.07917014,85.36223964,85.77066725,86.80664356,87.25809723,87.01683855,88.07310157,90.24070312,92.26973344,93.16258252,93.70192548,94.00814354,94.0422296,94.11872371,94.3729477,94.27533581,92.76217389,92.98940181,93.461445,95.02914963,95.48187461,95.51858325,95.9874382,96.47328138,95.62566899,95.71006835,94.93979548,96.88480659,95.61730352,95.92055873,96.50255717,97.62592845,100.173552,100.3950356,99.89320728,99.67220727,100,101.3576814,101.455596,101.1677014,100.5590578,100.3472061,100.2670728,100.3785285,101.4663328,101.0325113,101.9391536,102.5416145,102.7026961
"Índice nacional de precios productor. Base Julio 2019=100 (SCIAN 2013), Construcción, Materiales, alquiler de maquinaria y remuneraciones, Índice general, Subíndice materiales de construcción, 05. Productos a base de concreto, Bloques, tabiques y tabicones de concreto",65.35665119,65.30892059,65.50280635,65.84944227,65.88138774,65.94800683,65.52171603,65.5583312,66.0540199,66.16769014,66.14595113,66.25519939,66.80007162,67.14448697,67.33137213,67.5349074,67.65359916,67.87474417,67.89375467,67.93902143,68.24373048,68.36622448,68.32562131,68.33427015,68.88309667,69.72222638,69.9778568,70.07798968,70.21330923,70.47315591,70.81066927,71.57760399,71.94853087,73.17308808,73.4159331,73.78497663,74.50450479,75.60269748,76.25192113,76.66403315,77.24213952,78.27108368,78.88369027,79.42506268,79.96991797,80.46870799,81.02698526,81.28254922,84.25455098,88.58840334,89.35976152,89.68656607,90.01144508,90.14654109,90.92979759,91.04202129,91.35953831,91.80698993,91.82165245,92.09297838,92.85811356,93.33600719,94.24212324,94.80577119,95.01406483,95.40186775,96.7933351,96.73215815,97.03438053,97.99234451,97.85266656,97.71105702,97.96284051,98.57268047,99.0621553,99.30405841,99.68081594,100.2748526,100,99.9202273,99.95464367,99.89672547,100.2940738,100.6282626,100.8591701,101.9536637,102.3487401,102.867345,103.8444606,103.6181184,103.8813122
"Índice nacional de precios productor. Base Julio 2019=100 (SCIAN 2013), Construcción, Materiales, alquiler de maquinaria y remuneraciones, Índice general, Subíndice materiales de construcción, 05. Productos a base de concreto, Tubos de concreto",69.45967853,69.41068195,69.41167325,70.01934035,70.30576488,70.14633364,70.22042663,70.39496318,70.52086285,70.65362329,71.09912104,71.16668597,71.95392221,72.55525691,72.7709553,72.74804778,72.95367416,73.1381474,73.40476584,73.5491066,73.78465884,73.88478518,73.93020745,73.79925153,74.42261202,75.54807037,75.69225444,75.68930012,75.95163518,76.16405469,76.32959712,76.53008825,76.60344627,76.67287458,76.66644072,76.9541273,77.69972197,78.36894706,78.88470839,79.06326318,79.13832868,79.39198661,79.84144683,79.99271624,81.02859943,81.55648522,81.97936643,82.09897565,84.07328667,86.18111471,86.91381362,87.94075223,88.65632098,88.79345748,88.82805232,88.39994016,88.99542413,88.95283621,89.59630992,89.48060222,89.71731207,91.65494833,93.33993441,93.81277156,94.45045006,95.26881717,95.37270991,95.47490163,95.49073642,95.38349976,95.72939451,96.65831059,98.23681557,98.14953446,98.52722182,98.85861781,100.248558,100.1734991,100,99.95760979,99.91863739,99.97978682,100.0579419,99.94673144,100.9252756,102.2877577,103.7523371,104.1155355,104.9511087,105.01783,105.6072275
"Índice nacional de precios productor. Base Julio 2019=100 (SCIAN 2013), Construcción, Materiales, alquiler de maquinaria y remuneraciones, Índice general, Subíndice materiales de construcción, 06. Partes estructurales de concreto, Trabes, vigas y bovedilla de concreto",70.71188689,70.80348103,71.04376051,71.28147458,71.26250332,71.29688203,71.49536675,71.62568615,71.65838699,71.76072533,71.56825375,71.63179171,72.17151348,72.77635993,72.94265907,73.02309339,73.19339148,73.36777039,73.48976013,73.6827339,73.39806725,73.50100768,73.55697344,73.67444983,74.21035585,74.96214108,75.10739745,75.30889706,75.821542,75.88276549,76.61631422,76.73000807,77.15580764,78.24833108,78.50642326,78.5922898,78.45266573,79.32677587,80.00601597,80.01695432,80.01385481,80.61983262,81.36534013,81.83048574,82.09753644,82.22147477,82.50309649,82.79996984,84.48058112,88.67841347,90.77242231,91.20274477,91.2450999,91.21340139,91.52098465,91.43761463,91.8447096,91.69012372,91.69925775,91.85245335,92.41178285,92.84864705,93.94887165,95.20228325,95.37197974,95.85164885,97.43419095,97.93105235,98.02773256,98.24564676,98.48242766,98.48592723,99.26017606,99.57496844,99.74192282,100.2535205,100.4719392,101.0545639,100,99.89682017,99.47205336,99.47153053,99.63880542,99.57877235,99.62054878,99.92032322,100.2835715,101.5699343,101.8974517,101.9073939,102.0666051
